case_key,case_id,case_name,application_numbers,application_numbers_count,primary_application_number,judgment_date_raw,judgment_year,hudoc_itemid,hudoc_importance_level,hudoc_importance_bucket,is_key_case,convention_articles,keywords,respondent_states,summary_text,citation_example,all_citation_variants_count,snapshots_count,guides_count,guide_ids,guide_titles,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,first_seen_snapshot_pdf,last_seen_snapshot_pdf,hudoc_match_status,hudoc_match_method,hudoc_query_value,hudoc_query_result_count,hudoc_docname,hudoc_appno,hudoc_doctype,hudoc_languageisocode,hudoc_kpdate,hudoc_kpdateastext,hudoc_originatingbody,hudoc_ecli,hudoc_conclusion
apps:28680/06,28680/06,A.D. and O.D. v. the United Kingdom,28680/06,1,28680/06,16 March 2010,2010,001-97636,3,,,8|8-1|8-2|13|13+8|41,,GBR,,"A.D. and O.D. v. the United Kingdom, no. 28680/06, 16 March 2010",1,10,2,8ad6b528df3f|99cd2ce32cf8,Article 8|Rights of the child,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,28680/06,9,CASE OF A.D. AND O.D. v. THE UNITED KINGDOM,28680/06,HEJUD,ENG,2010-03-16T00:00:00,16/03/2010 00:00:00,7,ECLI:CE:ECHR:2010:0316JUD002868006,Violation of Art. 8;Violation of Art. 13+8;No violation of Art. 13;Non-pecuniary damage - award
apps:57864/17,57864/17,A.D. and Others v. Georgia,57864/17,1,57864/17,1 December 2022,2022,002-13909,3,,,8|8-1|41,,GEO,,"A.D. and Others v. Georgia, nos. 57864/17 and 2 others, 1 December 2022",1,4,1,0a61f8f7ceb0,Rights of LGBTI persons,20230923175405,20250612193940,20230923175405__guide_lgbti_rights_eng.pdf,20250612193940__guide_lgbti_rights_eng.pdf,matched,application_subset_name_year,57864/17,7,A.D. and Others v. Georgia,57864/17;79087/17;55353/19,CLIN,ENG,2022-12-01T00:00:00,01/12/2022 00:00:00,,,Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for private life);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:22283/21,22283/21,A.D. and Others v. Sweden,22283/21,1,22283/21,7 May 2024,2024,001-233495,4,,,3,,SWE,,"A.D. and Others v. Sweden, no. 22283/21, 7 May 2024",1,2,1,e19a063de5b3,Immigration,20250602002516,20251122094224,20250602002516__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,22283/21,3,CASE OF A.D. AND OTHERS v. SWEDEN,22283/21,HEJUD,ENG,2024-05-07T00:00:00,07/05/2024 00:00:00,4,ECLI:CE:ECHR:2024:0507JUD002228321,No violation of Article 3 - Prohibition of torture (Article 3 - Expulsion) (Conditional) (Albania)
apps:35765/97,35765/97,A.D.T. v. the United Kingdom,35765/97,1,35765/97,,2000,001-58922,1,,,8|8-1|8-2|14|41,,GBR,,"A.D.T. v. the United Kingdom, no. 35765/97, ECHR 2000-IX",1,15,3,0a61f8f7ceb0|99cd2ce32cf8|e12c697e461c,Article 14|Article 8|Rights of LGBTI persons,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,35765/97,8,CASE OF A.D.T. v. THE UNITED KINGDOM,35765/97,HEJUD,ENG,2000-07-31T00:00:00,31/07/2000 00:00:00,6,ECLI:CE:ECHR:2000:0731JUD003576597,Violation of Art. 8;Not necessary to examine Art. 14;Pecuniary damage - financial award;Non-pecuniary damage - financial award;Costs and expenses award
apps:12427/22,12427/22,A.D. v. Malta,12427/22,1,12427/22,17 October 2023,2023,001-228153,3,,,3|5|5-1|5-1-b|5-1-e|5-1-f|13|13+3|46|46-2|41,,MLT,,"A.D. v. Malta, no. 12427/22, 17 October 2023",1,5,2,e19a063de5b3|ed0ed05ac958,Article 46|Immigration,20240904075051,20251122094224,20240904075051__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,12427/22,4,CASE OF A.D. v. MALTA,12427/22,HEJUD,ENG,2023-10-17T00:00:00,17/10/2023 00:00:00,5,ECLI:CE:ECHR:2023:1017JUD001242722,Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect);Violation of Article 5 - Right to liberty and security (Article 5-1 - Deprivation of liberty;Article 5-1-b - Secure fulfilment of obligation prescribed by law;Article 5-1-e - Prevention of spreading of infectious diseases);Violation of Article 5 - Right to liberty and security (Article 5-1 - Deprivation of liberty;Article 5-1-b - Secure fulfilment of obligation prescribed by law;Article 5-1-f - Prevent unauthorised entry into country);Violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Degrading treatment;Inhuman treatment;Prohibition of torture);Respondent State to take measures of a general character (Article 46-2 - General measures);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:39034/12,39034/12,A.E.A. v. Greece,39034/12,1,39034/12,15 March 2018,2018,001-181600,4,,,3|13|13+3,,GRC,,"A.E.A. v. Greece, no. 39034/12, 15 March 2018",1,5,1,e19a063de5b3,Immigration,20230923171143,20251122094224,20230923171143__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,39034/12,6,CASE OF A.E.A. v. GREECE,39034/12,HEJUD,ENG,2018-03-15T00:00:00,15/03/2018 00:00:00,4,ECLI:CE:ECHR:2018:0315JUD003903412,Violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Prohibition of torture;Degrading treatment)
apps:18911/17,18911/17,A.E. and Others v. Italy,18911/17,1,18911/17,16 November 2023,2023,001-228836,3,,,35|35-1|35-3-a|3|5|5+5|5-2|5-4|5-1|5-1-f|41,,ITA,,"A.E. and Others v. Italy, nos. 18911/17 and 2 others, 16 November 2023",1,3,1,e19a063de5b3,Immigration,20240904075051,20251122094224,20240904075051__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,legacy_identifier_exact_name_and_year,18911/17 || docname_raw:A.E. and Others v. Italy || text_clean:A.E. and Others v. Italy,6,CASE OF A.E. AND OTHERS v. ITALY,18911/17;18941/17;18959/17,HEJUD,ENG,2023-11-16T00:00:00,16/11/2023 00:00:00,4,ECLI:CE:ECHR:2023:1116JUD001891117,Preliminary objection joined to merits and dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;(Art. 35-3-a) Ratione personae;Violation of Article 3 - Prohibition of torture (Article 3 - Effective investigation) (Procedural aspect);Violation of Article 5+5 - Right to liberty and security (Article 5-1 - Deprivation of liberty;Article 5-1-f - Prevent unauthorised entry into country) (Article 5-2 - Information on reasons for arrest;Article 5-4 - Review of lawfulness of detention;Article 5 - Right to liberty and security);Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment) (Substantive aspect);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:53891/20,53891/20,A.E. v. Bulgaria,53891/20,1,53891/20,23 May 2023,2023,001-224778,3,,,35|35-1|3|14|14+3|41,,BGR,,"A.E. v. Bulgaria, no. 53891/20, 23 May 2023",1,6,2,8ad6b528df3f|e12c697e461c,Article 14|Rights of the child,20240330045513,20250601155424,20240330045513__guide_art_14_art_1_protocol_12_eng.pdf,20250601155424__guide_rights_of_the_child_eng.pdf,matched,exact_application_set,53891/20,10,CASE OF A.E. v. BULGARIA,53891/20,HEJUD,ENG,2023-05-23T00:00:00,23/05/2023 00:00:00,6,ECLI:CE:ECHR:2023:0523JUD005389120,Preliminary objection joined to merits and dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Positive obligations) (Substantive aspect);Violation of Article 3 - Prohibition of torture (Article 3 - Effective investigation;Positive obligations) (Procedural aspect);Violation of Article 14+3 - Prohibition of discrimination (Article 14 - Discrimination) (Article 3 - Prohibition of torture;Degrading treatment;Effective investigation);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:30953/11,30953/11,A.E. v. Finland (dec.),30953/11,1,30953/11,22 September 2015,2015,001-158230,4,,,3|37|37-1,,FIN,,"A.E. v. Finland (dec.), no. 30953/11, 22 September 2015",1,4,1,0a61f8f7ceb0,Rights of LGBTI persons,20230923175405,20250612193940,20230923175405__guide_lgbti_rights_eng.pdf,20250612193940__guide_lgbti_rights_eng.pdf,matched,exact_application_set,30953/11,2,A.E. v. FINLAND,30953/11,HEDEC,ENG,2015-09-22T00:00:00,22/09/2015 00:00:00,28,ECLI:CE:ECHR:2015:0922DEC003095311,Struck out of the list
apps:14480/04,14480/04,A.E. v. Poland,14480/04,1,14480/04,31 March 2009,2009,001-91929,4,,,6|P4-2,,POL,,"A.E. v. Poland, no. 14480/04, 31 March 2009",1,3,1,dbfbd08a4477,Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,14480/04,5,CASE OF A.E. v. POLAND,14480/04,HEJUD,ENG,2009-03-31T00:00:00,31/03/2009 00:00:00,7,ECLI:CE:ECHR:2009:0331JUD001448004,Violation of Article 6 - Right to a fair trial;Violation of Article 2 of Protocol No. 4 - Freedom of movement-{general}
apps:80086/13,80086/13,A.F. v. France,80086/13,1,80086/13,15 January 2015,2015,001-150714,4,,,3,,FRA,,"A.F. v. France, no. 80086/13, 15 January 2015",1,5,1,e19a063de5b3,Immigration,20230923171143,20251122094224,20230923171143__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,80086/13,5,CASE OF A.F. v. FRANCE,80086/13,HEJUD,ENG,2015-01-15T00:00:00,15/01/2015 00:00:00,23,ECLI:CE:ECHR:2015:0115JUD008008613,Violation of Article 3 - Prohibition of torture (Article 3 - Expulsion) (Conditional) (Sudan)
apps:41903/10|41911/10,41903/10|41911/10,A.H. and J.K. v. Cyprus,41903/10|41911/10,2,41903/10,21 July 2015,2015,001-156264,4,,,5|5-1|5-1-f|5-2|5-4|P4-4,,CYP,,"A.H. and J.K. v. Cyprus, nos. 41903/10 and 41911/10, 21 July 2015",1,4,1,7ff3d5fc46dd,Prisoners' rights,20230923174222,20240928174327,20230923174222__guide_prisoners_rights_eng.pdf,20240928174327__guide_prisoners_rights_eng.pdf,matched,exact_application_set,41903/10|41911/10,4,CASE OF A.H. AND J.K. v. CYPRUS,41903/10;41911/10,HEJUD,ENG,2015-07-21T00:00:00,21/07/2015 00:00:00,7,ECLI:CE:ECHR:2015:0721JUD004190310,Violation of Article 5 - Right to liberty and security (Article 5-4 - Review of lawfulness of detention);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Article 5-1-f - Expulsion);No violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Article 5-1-f - Expulsion);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Article 5-1-f - Expulsion);No violation of Article 5 - Right to liberty and security (Article 5-2 - Information on reasons for arrest;Prompt information);No violation of Article 5 - Right to liberty and security (Article 5-2 - Information on reasons for arrest;Prompt information);No violation of Article 4 of Protocol No. 4 - Prohibition of collective expulsion of aliens-{general} (Article 4 of Protocol No. 4 - Prohibition of collective expulsion of aliens)
apps:7246/20,7246/20,A.H. and Others v. Germany,7246/20,1,7246/20,4 April 2023,2023,001-224238,1,,,35|35-3-a|8|8-1,,DEU,,"A.H. and Others v. Germany, no. 7246/20, 4 April 2023",1,9,2,0a61f8f7ceb0|99cd2ce32cf8,Article 8|Rights of LGBTI persons,20240217085228,20260215111534,20240217085228__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,7246/20,7,CASE OF A.H. AND OTHERS v. GERMANY,7246/20,HEJUD,ENG,2023-04-04T00:00:00,04/04/2023 00:00:00,7,ECLI:CE:ECHR:2023:0404JUD000724620,Remainder inadmissible (Article 35-3-a - Manifestly ill-founded);No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life)
apps:6033/13,6033/13,A.H. and Others v. Russia,6033/13,1,6033/13,17 January 2017,2017,002-11365,3,,,8|8-1|14|14+8-1|34|35|35-1|35-3|37|37-1|41,,RUS,,"A.H. and Others v. Russia, nos. 6033/13 and 15 others, 17 January 2017",1,11,2,99cd2ce32cf8|e12c697e461c,Article 14|Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,application_subset_name_year,6033/13,8,A.H. and Others v. Russia,6033/13;8927/13;10549/13;12275/13;23890/13;26309/13;27161/13;29197/13;32224/13;32331/13;32351/13;32368/13;37173/13;38490/13;42340/13;42403/13,CLIN,ENG,2017-01-17T00:00:00,17/01/2017 00:00:00,,,Preliminary objection dismissed (Article 35-1 - Six month period);Preliminary objection dismissed (Article 35-1 - Exhaustion of domestic remedies);Preliminary objection joined to merits and dismissed (Article 34 - Petition);Struck out of the list (Article 37-1 - Striking out applications);Remainder inadmissible (Article 35-3 - Manifestly ill-founded);Violation of Article 14+8-1 - Prohibition of discrimination (Article 14 - Discrimination) (Article 8 - Right to respect for private and family life;Article 8-1 - Respect for private life);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:6222/10,6222/10,A.H. Khan v. the United Kingdom,6222/10,1,6222/10,20 December 2011,2011,001-108113,3,,,8|8-1|8-2|3,,GBR,,"A.H. Khan v. the United Kingdom, no. 6222/10, 20 December 2011",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,6222/10,2,CASE OF A.H. KHAN v. THE UNITED KINGDOM,6222/10,HEJUD,ENG,2011-12-20T00:00:00,20/12/2011 00:00:00,7,ECLI:CE:ECHR:2011:1220JUD000622210,No violation of Art. 8
apps:70896/17,70896/17,A.I. v. Italy,70896/17,1,70896/17,1 April 2021,2021,001-209243,3,,,8|8-1|8-2|41,,ITA,,"A.I. v. Italy, no. 70896/17, 1 April 2021",2,13,3,762f0abff297|8ad6b528df3f|99cd2ce32cf8,Article 4|Article 8|Rights of the child,20230923031645,20260215111534,20230923031645__guide_art_4_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,70896/17,5,CASE OF A.I. v. ITALY,70896/17,HEJUD,ENG,2021-04-01T00:00:00,01/04/2021 00:00:00,4,ECLI:CE:ECHR:2021:0401JUD007089617,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:34298/18,34298/18,A.J. v. Greece (dec.),34298/18,1,34298/18,26 April 2022,2022,001-217447,4,,,3|8|13|13+3|13+8|35|37|37-1,,GRC,,"A.J. v. Greece (dec.), no. 34298/18, 26 April 2022",1,5,1,e19a063de5b3,Immigration,20230923171143,20251122094224,20230923171143__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,34298/18,3,A.J. v. GREECE,34298/18,HEDEC,ENG,2022-04-26T00:00:00,26/04/2022 00:00:00,4,ECLI:CE:ECHR:2022:0426DEC003429818,Partly struck out of the list;Partly inadmissible
apps:37956/11,37956/11,A.K. and L. v. Croatia,37956/11,1,37956/11,8 January 2013,2013,001-115868,3,,,8|8-1|8-2|41,,HRV,,"A.K. and L. v. Croatia, no. 37956/11, 8 January 2013",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,37956/11,13,CASE OF A.K. AND L. v. CROATIA,37956/11,HEJUD,ENG,2013-01-08T00:00:00,08/01/2013 00:00:00,4,ECLI:CE:ECHR:2013:0108JUD003795611,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life);Non-pecuniary damage - award
apps:33011/08,33011/08,A.K. v. Latvia,33011/08,1,33011/08,24 June 2014,2014,001-145005,3,,,8|8-1|35|41,,LVA,,"A.K. v. Latvia, no. 33011/08, 24 June 2014",1,11,2,99cd2ce32cf8|cfca8cb0bbc6,Article 8|Social rights,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,33011/08,6,CASE OF A.K. v. LATVIA,33011/08,HEJUD,ENG,2014-06-24T00:00:00,24/06/2014 00:00:00,7,ECLI:CE:ECHR:2014:0624JUD003301108,Remainder inadmissible;Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for private life);Pecuniary damage - claim dismissed;Non-pecuniary damage - award
apps:38191/12,38191/12,A.K. v. Liechtenstein,38191/12,1,38191/12,9 July 2015,2015,001-155824,3,,,6|6-1|41,,LIE,,"A.K. v. Liechtenstein, no. 38191/12, 9 July 2015",1,10,2,4026b1621d4a|96d370a07ab1,Article 6 Civil|Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,38191/12,7,CASE OF A.K. v. LIECHTENSTEIN,38191/12,HEJUD,ENG,2015-07-09T00:00:00,09/07/2015 00:00:00,23,ECLI:CE:ECHR:2015:0709JUD003819112,Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Constitutional proceedings;Article 6-1 - Impartial tribunal);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:49014/16,49014/16,A.K. v. Russia,49014/16,1,49014/16,7 May 2024,2024,001-233410,3,,,8|8-1|8-2|14|14+8-1|41|58,,RUS,,"A.K. v. Russia, no. 49014/16, 7 May 2024",1,5,2,0a61f8f7ceb0|99cd2ce32cf8,Article 8|Rights of LGBTI persons,20250523211813,20260215111534,20250523211813__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,49014/16,4,CASE OF A.K. v. RUSSIA,49014/16,HEJUD,ENG,2024-05-07T00:00:00,07/05/2024 00:00:00,6,ECLI:CE:ECHR:2024:0507JUD004901416,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 14+8-1 - Prohibition of discrimination (Article 14 - Discrimination) (Article 8 - Right to respect for private and family life;Article 8-1 - Respect for private life);Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction)
apps:23220/04,23220/04,A.L. v. Finland,23220/04,1,23220/04,27 January 2009,2009,001-90937,3,,,6|6-1|6-3|6-3-d|41|6-1+6-3-d,,FIN,,"A.L. v. Finland, no. 23220/04, 27 January 2009",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,23220/04,5,CASE OF A.L. v. FINLAND,23220/04,HEJUD,ENG,2009-01-27T00:00:00,27/01/2009 00:00:00,7,ECLI:CE:ECHR:2009:0127JUD002322004,Violation of Art. 6-1+6-3-d;Non-pecuniary damage - award;Pecuniary damage - claim dismissed
apps:13344/20,13344/20,A.L. v. France,13344/20,1,13344/20,7 April 2022,2022,001-216952,3,,,8|8-1|41,,FRA,,"A.L. v. France, no. 13344/20, 7 April 2022",1,10,2,8ad6b528df3f|99cd2ce32cf8,Article 8|Rights of the child,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,13344/20,7,CASE OF A.L. v. FRANCE,13344/20,HEJUD,ENG,2022-04-07T00:00:00,07/04/2022 00:00:00,23,ECLI:CE:ECHR:2022:0407JUD001334420,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:44715/20|47930/21,44715/20|47930/21,A.L. v. France and E.J. v. France (dec.),44715/20|47930/21,2,44715/20,24 September 2024,2024,001-239007,1,,,,,FRA,,"A.L. v. France and E.J. v. France (dec.), nos. 44715/20 and 47930/21, 24 September 2024",1,1,1,7a059e452dbd,Article 1,20250626081924,20250626081924,20250626081924__guide_art_1_eng.pdf,20250626081924__guide_art_1_eng.pdf,matched,exact_application_set,44715/20|47930/21,6,A.L. AND E.J. v. FRANCE,44715/20;47930/21,HEDEC,ENG,2024-09-24T00:00:00,24/09/2024 00:00:00,23,ECLI:CE:ECHR:2024:0924DEC004471520,
apps:72758/01,72758/01,A.L. v. Germany,72758/01,1,72758/01,28 April 2005,2005,001-68938,3,,,6|6-2|29|29-3,,DEU,,"A.L. v. Germany, no. 72758/01, 28 April 2005",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,72758/01,4,CASE OF A.L. v. GERMANY,72758/01,HEJUD,ENG,2005-04-28T00:00:00,28/04/2005 00:00:00,6,ECLI:CE:ECHR:2005:0428JUD007275801,No violation of Art. 6-2
apps:44095/14,44095/14,A.L. (X.W.) v. Russia,44095/14,1,44095/14,29 October 2015,2015,001-158148,3,,,2|2-1|3|41|P6-1|P13-1,,RUS,,"A.L. (X.W.) v. Russia, no. 44095/14, 29 October 2015",1,15,3,7ff3d5fc46dd|acdaf72cea98|e19a063de5b3,Article 3|Immigration|Prisoners' rights,20230911235803,20251224191756,20230911235803__guide_art_3_eng.pdf,20251224191756__guide_art_3_eng.pdf,matched,exact_application_set,44095/14,8,CASE OF A.L. (X.W.) v. RUSSIA,44095/14,HEJUD,ENG,2015-10-29T00:00:00,29/10/2015 00:00:00,4,ECLI:CE:ECHR:2015:1029JUD004409514,Violation of Article 2 - Right to life (Article 2 - Expulsion;Article 2-1 - Death penalty) (Conditional) (China);Violation of Article 3 - Prohibition of torture (Article 3 - Expulsion) (Conditional) (China);Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect);Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
